email_body,label
"Subject: Project Update

Please submit your weekly status report by Friday evening.",0
"Subject: Team Lunch

Lunch is scheduled for 1 PM today in the cafeteria.",0
"Subject: Invoice Overdue

Your package could not be delivered. Confirm your address here: http://office365-security.com/8865.",1
"Subject: Team Lunch

Thank you for attending today's meeting. Minutes are attached.",0
"Subject: Order Confirmation

Please find the attached invoice for this month's services.",0
"Subject: Invoice Attached

Lunch is scheduled for 1 PM today in the cafeteria.",0
"Subject: Weekly Status

Lunch is scheduled for 1 PM today in the cafeteria.",0
"Subject: Weekly Status

Hi Team, Our weekly meeting is tomorrow at 10 AM. Please bring your updates.",0
"Subject: PayPal Verification

Unusual login detected. Secure your account here: http://paypal-check.com/1386.",1
"Subject: Lottery Winner

Dear Customer, We detected suspicious activity on your account. Verify immediately at http://bank-security-alert.com/2131.",1
"Subject: Microsoft Security

Unusual login detected. Secure your account here: http://paypal-check.com/9410.",1
"Subject: Invoice Attached

Hi Team, Our weekly meeting is tomorrow at 10 AM. Please bring your updates.",0
"Subject: Leave Approved

Thank you for attending today's meeting. Minutes are attached.",0
"Subject: Invoice Overdue

Unusual login detected. Secure your account here: http://bank-security-alert.com/8537.",1
"Subject: Project Update

The presentation slides have been uploaded to the shared drive.",0
"Subject: Tax Refund

Unusual login detected. Secure your account here: http://bank-security-alert.com/6872.",1
"Subject: Invoice Overdue

Unusual login detected. Secure your account here: http://bank-security-alert.com/6311.",1
"Subject: Package Delivery Failed

Your payment failed. Update your billing details: http://paypal-check.com/6058.",1
"Subject: Password Expiration

Reset your password now to avoid losing access: http://account-confirm.org/1378.",1
"Subject: Leave Approved

Hi Team, Our weekly meeting is tomorrow at 10 AM. Please bring your updates.",0
"Subject: Urgent Account Verification

Your account will be suspended within 24 hours. Update your details: http://bank-security-alert.com/8838.",1
"Subject: Meeting Reminder

The presentation slides have been uploaded to the shared drive.",0
"Subject: Weekly Status

Your Amazon order has been shipped and will arrive tomorrow.",0
"Subject: Weekly Status

Hi Team, Our weekly meeting is tomorrow at 10 AM. Please bring your updates.",0
"Subject: Monthly Report

Thank you for attending today's meeting. Minutes are attached.",0
"Subject: Security Alert

Your account will be suspended within 24 hours. Update your details: http://bank-security-alert.com/7800.",1
"Subject: Security Alert

Your payment failed. Update your billing details: http://bank-security-alert.com/6085.",1
"Subject: Training Session

Please submit your weekly status report by Friday evening.",0
"Subject: Urgent Account Verification

Your account will be suspended within 24 hours. Update your details: http://secure-login-update.com/1868.",1
"Subject: Invoice Overdue

Reset your password now to avoid losing access: http://verify-account-now.com/1372.",1
"Subject: Password Expiration

Congratulations! You won a reward. Claim it today: http://office365-security.com/8676.",1
"Subject: Order Confirmation

Your leave request has been approved. Enjoy your vacation.",0
"Subject: Invoice Attached

Your leave request has been approved. Enjoy your vacation.",0
"Subject: Holiday Notice

Please submit your weekly status report by Friday evening.",0
"Subject: Lottery Winner

Your account will be suspended within 24 hours. Update your details: http://account-confirm.org/4738.",1
"Subject: Meeting Reminder

Hi Team, Our weekly meeting is tomorrow at 10 AM. Please bring your updates.",0
"Subject: Invoice Attached

Your leave request has been approved. Enjoy your vacation.",0
"Subject: Security Alert

Dear Customer, We detected suspicious activity on your account. Verify immediately at http://paypal-check.com/5891.",1
"Subject: Urgent Account Verification

Claim your tax refund by completing verification: http://paypal-check.com/4627.",1
"Subject: Team Lunch

Please find the attached invoice for this month's services.",0
"Subject: Tax Refund

Reset your password now to avoid losing access: http://paypal-check.com/8634.",1
"Subject: Meeting Reminder

Thank you for attending today's meeting. Minutes are attached.",0
"Subject: Package Delivery Failed

Congratulations! You won a reward. Claim it today: http://verify-account-now.com/9178.",1
"Subject: Tax Refund

Claim your tax refund by completing verification: http://claim-prize-now.com/9578.",1
"Subject: Microsoft Security

Reset your password now to avoid losing access: http://claim-prize-now.com/9804.",1
"Subject: Monthly Report

Please submit your weekly status report by Friday evening.",0
"Subject: Project Update

The presentation slides have been uploaded to the shared drive.",0
"Subject: Meeting Reminder

Lunch is scheduled for 1 PM today in the cafeteria.",0
"Subject: Password Expiration

Claim your tax refund by completing verification: http://verify-account-now.com/4299.",1
"Subject: Leave Approved

Hi Team, Our weekly meeting is tomorrow at 10 AM. Please bring your updates.",0
"Subject: Monthly Report

Lunch is scheduled for 1 PM today in the cafeteria.",0
"Subject: Lottery Winner

Your payment failed. Update your billing details: http://bank-security-alert.com/2173.",1
"Subject: Tax Refund

Reset your password now to avoid losing access: http://verify-account-now.com/1250.",1
"Subject: Password Expiration

Congratulations! You won a reward. Claim it today: http://account-confirm.org/7905.",1
"Subject: Leave Approved

Please submit your weekly status report by Friday evening.",0
"Subject: Bank Account Locked

Dear Customer, We detected suspicious activity on your account. Verify immediately at http://bank-security-alert.com/1139.",1
"Subject: Urgent Account Verification

Your payment failed. Update your billing details: http://bank-security-alert.com/2177.",1
"Subject: Security Alert

Your payment failed. Update your billing details: http://verify-account-now.com/7299.",1
"Subject: Invoice Overdue

Claim your tax refund by completing verification: http://office365-security.com/4621.",1
"Subject: Urgent Account Verification

Dear Customer, We detected suspicious activity on your account. Verify immediately at http://delivery-update.net/8967.",1
"Subject: Invoice Attached

Lunch is scheduled for 1 PM today in the cafeteria.",0
"Subject: PayPal Verification

Your payment failed. Update your billing details: http://account-confirm.org/6685.",1
"Subject: Lottery Winner

Claim your tax refund by completing verification: http://secure-login-update.com/3471.",1
"Subject: Bank Account Locked

Claim your tax refund by completing verification: http://claim-prize-now.com/6658.",1
"Subject: Training Session

Your Amazon order has been shipped and will arrive tomorrow.",0
"Subject: Invoice Overdue

Your payment failed. Update your billing details: http://secure-login-update.com/8792.",1
"Subject: Leave Approved

Your leave request has been approved. Enjoy your vacation.",0
"Subject: Training Session

Thank you for attending today's meeting. Minutes are attached.",0
"Subject: Holiday Notice

Please find the attached invoice for this month's services.",0
"Subject: Invoice Overdue

Dear Customer, We detected suspicious activity on your account. Verify immediately at http://verify-account-now.com/5124.",1
"Subject: PayPal Verification

Reset your password now to avoid losing access: http://secure-login-update.com/4639.",1
"Subject: Training Session

Please submit your weekly status report by Friday evening.",0
"Subject: Lottery Winner

Your payment failed. Update your billing details: http://verify-account-now.com/7448.",1
"Subject: Holiday Notice

Please submit your weekly status report by Friday evening.",0
"Subject: Meeting Reminder

The presentation slides have been uploaded to the shared drive.",0
"Subject: Microsoft Security

Dear Customer, We detected suspicious activity on your account. Verify immediately at http://delivery-update.net/7902.",1
"Subject: Bank Account Locked

Your payment failed. Update your billing details: http://account-confirm.org/2736.",1
"Subject: Project Update

Your Amazon order has been shipped and will arrive tomorrow.",0
"Subject: Tax Refund

Dear Customer, We detected suspicious activity on your account. Verify immediately at http://account-confirm.org/3930.",1
"Subject: Project Update

Hi Team, Our weekly meeting is tomorrow at 10 AM. Please bring your updates.",0
"Subject: Monthly Report

Your Amazon order has been shipped and will arrive tomorrow.",0
"Subject: Invoice Overdue

Your payment failed. Update your billing details: http://verify-account-now.com/2632.",1
"Subject: Project Update

Thank you for attending today's meeting. Minutes are attached.",0
"Subject: Invoice Overdue

Unusual login detected. Secure your account here: http://account-confirm.org/2711.",1
"Subject: Order Confirmation

The presentation slides have been uploaded to the shared drive.",0
"Subject: PayPal Verification

Claim your tax refund by completing verification: http://secure-login-update.com/1870.",1
"Subject: Password Expiration

Congratulations! You won a reward. Claim it today: http://bank-security-alert.com/3496.",1
"Subject: Password Expiration

Reset your password now to avoid losing access: http://office365-security.com/7581.",1
"Subject: Invoice Overdue

Claim your tax refund by completing verification: http://secure-login-update.com/9768.",1
"Subject: Meeting Reminder

Thank you for attending today's meeting. Minutes are attached.",0
"Subject: Holiday Notice

Please submit your weekly status report by Friday evening.",0
"Subject: Meeting Reminder

Hi Team, Our weekly meeting is tomorrow at 10 AM. Please bring your updates.",0
"Subject: Training Session

Your leave request has been approved. Enjoy your vacation.",0
"Subject: Invoice Overdue

Claim your tax refund by completing verification: http://delivery-update.net/9141.",1
"Subject: Invoice Overdue

Your account will be suspended within 24 hours. Update your details: http://bank-security-alert.com/4357.",1
"Subject: Password Expiration

Your payment failed. Update your billing details: http://claim-prize-now.com/1914.",1
"Subject: Tax Refund

Dear Customer, We detected suspicious activity on your account. Verify immediately at http://claim-prize-now.com/3346.",1
"Subject: Meeting Reminder

Your leave request has been approved. Enjoy your vacation.",0
"Subject: PayPal Verification

Unusual login detected. Secure your account here: http://claim-prize-now.com/7783.",1
"Subject: Package Delivery Failed

Your account will be suspended within 24 hours. Update your details: http://account-confirm.org/3082.",1
"Subject: Security Alert

Unusual login detected. Secure your account here: http://office365-security.com/3117.",1
"Subject: Lottery Winner

Your account will be suspended within 24 hours. Update your details: http://bank-security-alert.com/2384.",1
"Subject: Meeting Reminder

Your Amazon order has been shipped and will arrive tomorrow.",0
"Subject: Security Alert

Congratulations! You won a reward. Claim it today: http://secure-login-update.com/6467.",1
"Subject: Password Expiration

Your package could not be delivered. Confirm your address here: http://delivery-update.net/4327.",1
"Subject: Training Session

Lunch is scheduled for 1 PM today in the cafeteria.",0
"Subject: Monthly Report

The presentation slides have been uploaded to the shared drive.",0
"Subject: Meeting Reminder

Hi Team, Our weekly meeting is tomorrow at 10 AM. Please bring your updates.",0
"Subject: Project Update

Please submit your weekly status report by Friday evening.",0
"Subject: Package Delivery Failed

Unusual login detected. Secure your account here: http://paypal-check.com/1882.",1
"Subject: Monthly Report

The presentation slides have been uploaded to the shared drive.",0
"Subject: Meeting Reminder

Your leave request has been approved. Enjoy your vacation.",0
"Subject: Microsoft Security

Congratulations! You won a reward. Claim it today: http://account-confirm.org/9162.",1
"Subject: Order Confirmation

Your leave request has been approved. Enjoy your vacation.",0
"Subject: Package Delivery Failed

Your package could not be delivered. Confirm your address here: http://account-confirm.org/6112.",1
"Subject: Tax Refund

Unusual login detected. Secure your account here: http://delivery-update.net/4309.",1
"Subject: Weekly Status

The presentation slides have been uploaded to the shared drive.",0
"Subject: PayPal Verification

Your package could not be delivered. Confirm your address here: http://paypal-check.com/1531.",1
"Subject: PayPal Verification

Your package could not be delivered. Confirm your address here: http://paypal-check.com/3417.",1
"Subject: Bank Account Locked

Dear Customer, We detected suspicious activity on your account. Verify immediately at http://secure-login-update.com/3273.",1
"Subject: Urgent Account Verification

Claim your tax refund by completing verification: http://paypal-check.com/5659.",1
"Subject: Monthly Report

Please find the attached invoice for this month's services.",0
"Subject: Microsoft Security

Your payment failed. Update your billing details: http://verify-account-now.com/6128.",1
"Subject: Order Confirmation

Thank you for attending today's meeting. Minutes are attached.",0
"Subject: Monthly Report

Thank you for attending today's meeting. Minutes are attached.",0
"Subject: PayPal Verification

Reset your password now to avoid losing access: http://secure-login-update.com/4601.",1
"Subject: Weekly Status

Lunch is scheduled for 1 PM today in the cafeteria.",0
"Subject: Security Alert

Your payment failed. Update your billing details: http://account-confirm.org/1653.",1
"Subject: Security Alert

Reset your password now to avoid losing access: http://office365-security.com/6083.",1
"Subject: PayPal Verification

Unusual login detected. Secure your account here: http://secure-login-update.com/9356.",1
"Subject: Training Session

Please find the attached invoice for this month's services.",0
"Subject: Urgent Account Verification

Claim your tax refund by completing verification: http://office365-security.com/8334.",1
"Subject: Package Delivery Failed

Congratulations! You won a reward. Claim it today: http://account-confirm.org/3982.",1
"Subject: Bank Account Locked

Dear Customer, We detected suspicious activity on your account. Verify immediately at http://bank-security-alert.com/8954.",1
"Subject: Weekly Status

The presentation slides have been uploaded to the shared drive.",0
"Subject: PayPal Verification

Reset your password now to avoid losing access: http://claim-prize-now.com/1184.",1
"Subject: Weekly Status

Your leave request has been approved. Enjoy your vacation.",0
"Subject: Bank Account Locked

Congratulations! You won a reward. Claim it today: http://account-confirm.org/4687.",1
"Subject: Holiday Notice

Your Amazon order has been shipped and will arrive tomorrow.",0
"Subject: Weekly Status

Please find the attached invoice for this month's services.",0
"Subject: Lottery Winner

Your account will be suspended within 24 hours. Update your details: http://claim-prize-now.com/2651.",1
"Subject: Holiday Notice

The presentation slides have been uploaded to the shared drive.",0
"Subject: Invoice Overdue

Claim your tax refund by completing verification: http://account-confirm.org/6155.",1
"Subject: Package Delivery Failed

Your package could not be delivered. Confirm your address here: http://paypal-check.com/2497.",1
"Subject: Microsoft Security

Congratulations! You won a reward. Claim it today: http://secure-login-update.com/8799.",1
"Subject: Security Alert

Unusual login detected. Secure your account here: http://secure-login-update.com/6538.",1
"Subject: Invoice Attached

Please submit your weekly status report by Friday evening.",0
"Subject: Lottery Winner

Claim your tax refund by completing verification: http://office365-security.com/2434.",1
"Subject: Security Alert

Claim your tax refund by completing verification: http://verify-account-now.com/4813.",1
"Subject: Leave Approved

The presentation slides have been uploaded to the shared drive.",0
"Subject: Weekly Status

Thank you for attending today's meeting. Minutes are attached.",0
"Subject: Invoice Overdue

Reset your password now to avoid losing access: http://verify-account-now.com/2748.",1
"Subject: Password Expiration

Your package could not be delivered. Confirm your address here: http://account-confirm.org/1015.",1
"Subject: Order Confirmation

Thank you for attending today's meeting. Minutes are attached.",0
"Subject: Security Alert

Your payment failed. Update your billing details: http://account-confirm.org/1892.",1
"Subject: Package Delivery Failed

Unusual login detected. Secure your account here: http://bank-security-alert.com/6089.",1
"Subject: Weekly Status

Thank you for attending today's meeting. Minutes are attached.",0
"Subject: PayPal Verification

Claim your tax refund by completing verification: http://delivery-update.net/1201.",1
"Subject: Order Confirmation

Thank you for attending today's meeting. Minutes are attached.",0
"Subject: Bank Account Locked

Your account will be suspended within 24 hours. Update your details: http://bank-security-alert.com/3882.",1
"Subject: Order Confirmation

Your Amazon order has been shipped and will arrive tomorrow.",0
"Subject: PayPal Verification

Your package could not be delivered. Confirm your address here: http://verify-account-now.com/2650.",1
"Subject: Tax Refund

Your package could not be delivered. Confirm your address here: http://bank-security-alert.com/3136.",1
"Subject: Microsoft Security

Your payment failed. Update your billing details: http://paypal-check.com/6691.",1
"Subject: Bank Account Locked

Claim your tax refund by completing verification: http://secure-login-update.com/2873.",1
"Subject: Tax Refund

Reset your password now to avoid losing access: http://bank-security-alert.com/4156.",1
"Subject: Lottery Winner

Claim your tax refund by completing verification: http://secure-login-update.com/8164.",1
"Subject: Lottery Winner

Reset your password now to avoid losing access: http://verify-account-now.com/6820.",1
"Subject: Urgent Account Verification

Congratulations! You won a reward. Claim it today: http://paypal-check.com/7166.",1
"Subject: Project Update

Lunch is scheduled for 1 PM today in the cafeteria.",0
"Subject: Bank Account Locked

Reset your password now to avoid losing access: http://bank-security-alert.com/6791.",1
"Subject: Bank Account Locked

Your payment failed. Update your billing details: http://paypal-check.com/7156.",1
"Subject: Invoice Attached

Your leave request has been approved. Enjoy your vacation.",0
"Subject: Invoice Overdue

Your payment failed. Update your billing details: http://paypal-check.com/7505.",1
"Subject: Team Lunch

Hi Team, Our weekly meeting is tomorrow at 10 AM. Please bring your updates.",0
"Subject: Order Confirmation

Your leave request has been approved. Enjoy your vacation.",0
"Subject: Monthly Report

Lunch is scheduled for 1 PM today in the cafeteria.",0
"Subject: PayPal Verification

Claim your tax refund by completing verification: http://verify-account-now.com/3097.",1
"Subject: Security Alert

Your package could not be delivered. Confirm your address here: http://claim-prize-now.com/8901.",1
"Subject: Password Expiration

Your account will be suspended within 24 hours. Update your details: http://bank-security-alert.com/8627.",1
"Subject: Bank Account Locked

Unusual login detected. Secure your account here: http://verify-account-now.com/3760.",1
"Subject: Weekly Status

Your leave request has been approved. Enjoy your vacation.",0
"Subject: Package Delivery Failed

Dear Customer, We detected suspicious activity on your account. Verify immediately at http://claim-prize-now.com/8172.",1
"Subject: Holiday Notice

Please submit your weekly status report by Friday evening.",0
"Subject: Bank Account Locked

Unusual login detected. Secure your account here: http://delivery-update.net/7396.",1
"Subject: Holiday Notice

Hi Team, Our weekly meeting is tomorrow at 10 AM. Please bring your updates.",0
"Subject: Invoice Attached

Your Amazon order has been shipped and will arrive tomorrow.",0
"Subject: Holiday Notice

Hi Team, Our weekly meeting is tomorrow at 10 AM. Please bring your updates.",0
"Subject: Password Expiration

Your account will be suspended within 24 hours. Update your details: http://claim-prize-now.com/7451.",1
"Subject: Monthly Report

The presentation slides have been uploaded to the shared drive.",0
"Subject: Package Delivery Failed

Congratulations! You won a reward. Claim it today: http://verify-account-now.com/5514.",1
"Subject: Urgent Account Verification

Claim your tax refund by completing verification: http://claim-prize-now.com/3992.",1
"Subject: Security Alert

Your package could not be delivered. Confirm your address here: http://office365-security.com/8312.",1
"Subject: Tax Refund

Your account will be suspended within 24 hours. Update your details: http://secure-login-update.com/9920.",1
"Subject: Tax Refund

Your account will be suspended within 24 hours. Update your details: http://delivery-update.net/3163.",1
"Subject: Tax Refund

Dear Customer, We detected suspicious activity on your account. Verify immediately at http://paypal-check.com/9995.",1
"Subject: Invoice Attached

Your Amazon order has been shipped and will arrive tomorrow.",0
"Subject: Bank Account Locked

Reset your password now to avoid losing access: http://account-confirm.org/4251.",1
"Subject: Security Alert

Dear Customer, We detected suspicious activity on your account. Verify immediately at http://paypal-check.com/2358.",1
"Subject: Meeting Reminder

Hi Team, Our weekly meeting is tomorrow at 10 AM. Please bring your updates.",0
"Subject: Monthly Report

Your leave request has been approved. Enjoy your vacation.",0
"Subject: Training Session

Thank you for attending today's meeting. Minutes are attached.",0
"Subject: Tax Refund

Claim your tax refund by completing verification: http://secure-login-update.com/4352.",1
"Subject: Bank Account Locked

Unusual login detected. Secure your account here: http://verify-account-now.com/1859.",1
"Subject: Tax Refund

Congratulations! You won a reward. Claim it today: http://verify-account-now.com/6195.",1
"Subject: Invoice Overdue

Dear Customer, We detected suspicious activity on your account. Verify immediately at http://paypal-check.com/5631.",1
"Subject: PayPal Verification

Your account will be suspended within 24 hours. Update your details: http://office365-security.com/5524.",1
"Subject: Invoice Attached

Lunch is scheduled for 1 PM today in the cafeteria.",0
"Subject: Leave Approved

Your Amazon order has been shipped and will arrive tomorrow.",0
"Subject: Team Lunch

Your leave request has been approved. Enjoy your vacation.",0
"Subject: Team Lunch

Please find the attached invoice for this month's services.",0
"Subject: Package Delivery Failed

Dear Customer, We detected suspicious activity on your account. Verify immediately at http://bank-security-alert.com/3170.",1
"Subject: Meeting Reminder

Thank you for attending today's meeting. Minutes are attached.",0
"Subject: Microsoft Security

Your account will be suspended within 24 hours. Update your details: http://verify-account-now.com/9360.",1
"Subject: Tax Refund

Dear Customer, We detected suspicious activity on your account. Verify immediately at http://paypal-check.com/1081.",1
"Subject: Project Update

Please submit your weekly status report by Friday evening.",0
"Subject: Monthly Report

Your Amazon order has been shipped and will arrive tomorrow.",0
"Subject: Order Confirmation

Your leave request has been approved. Enjoy your vacation.",0
"Subject: Bank Account Locked

Claim your tax refund by completing verification: http://office365-security.com/3632.",1
"Subject: Project Update

Please find the attached invoice for this month's services.",0
"Subject: Security Alert

Congratulations! You won a reward. Claim it today: http://claim-prize-now.com/4958.",1
"Subject: Tax Refund

Your package could not be delivered. Confirm your address here: http://claim-prize-now.com/6299.",1
"Subject: Training Session

Your Amazon order has been shipped and will arrive tomorrow.",0
"Subject: Tax Refund

Claim your tax refund by completing verification: http://claim-prize-now.com/2749.",1
"Subject: Leave Approved

Your leave request has been approved. Enjoy your vacation.",0
"Subject: Tax Refund

Your account will be suspended within 24 hours. Update your details: http://account-confirm.org/7201.",1
"Subject: PayPal Verification

Reset your password now to avoid losing access: http://bank-security-alert.com/1800.",1
"Subject: Lottery Winner

Your account will be suspended within 24 hours. Update your details: http://secure-login-update.com/1955.",1
"Subject: Password Expiration

Your package could not be delivered. Confirm your address here: http://office365-security.com/4954.",1
"Subject: Bank Account Locked

Reset your password now to avoid losing access: http://claim-prize-now.com/9260.",1
"Subject: Invoice Overdue

Your payment failed. Update your billing details: http://paypal-check.com/5728.",1
"Subject: Weekly Status

Hi Team, Our weekly meeting is tomorrow at 10 AM. Please bring your updates.",0
"Subject: Urgent Account Verification

Claim your tax refund by completing verification: http://office365-security.com/9465.",1
"Subject: Bank Account Locked

Your payment failed. Update your billing details: http://claim-prize-now.com/8004.",1
"Subject: Tax Refund

Unusual login detected. Secure your account here: http://bank-security-alert.com/9924.",1
"Subject: Password Expiration

Reset your password now to avoid losing access: http://claim-prize-now.com/2253.",1
"Subject: Urgent Account Verification

Reset your password now to avoid losing access: http://bank-security-alert.com/8341.",1
"Subject: Order Confirmation

Your Amazon order has been shipped and will arrive tomorrow.",0
"Subject: Microsoft Security

Claim your tax refund by completing verification: http://paypal-check.com/1321.",1
"Subject: Password Expiration

Claim your tax refund by completing verification: http://claim-prize-now.com/3152.",1
"Subject: Monthly Report

Please submit your weekly status report by Friday evening.",0
"Subject: Password Expiration

Congratulations! You won a reward. Claim it today: http://paypal-check.com/4014.",1
"Subject: Invoice Attached

The presentation slides have been uploaded to the shared drive.",0
"Subject: Bank Account Locked

Your package could not be delivered. Confirm your address here: http://claim-prize-now.com/3737.",1
"Subject: Password Expiration

Reset your password now to avoid losing access: http://account-confirm.org/3241.",1
"Subject: Security Alert

Dear Customer, We detected suspicious activity on your account. Verify immediately at http://paypal-check.com/1917.",1
"Subject: PayPal Verification

Reset your password now to avoid losing access: http://bank-security-alert.com/6706.",1
"Subject: Urgent Account Verification

Reset your password now to avoid losing access: http://office365-security.com/5610.",1
"Subject: Meeting Reminder

Your leave request has been approved. Enjoy your vacation.",0
"Subject: Project Update

Your leave request has been approved. Enjoy your vacation.",0
"Subject: Tax Refund

Reset your password now to avoid losing access: http://office365-security.com/9122.",1
"Subject: Lottery Winner

Your payment failed. Update your billing details: http://verify-account-now.com/1497.",1
"Subject: Meeting Reminder

Please submit your weekly status report by Friday evening.",0
"Subject: Microsoft Security

Congratulations! You won a reward. Claim it today: http://bank-security-alert.com/2181.",1
"Subject: PayPal Verification

Dear Customer, We detected suspicious activity on your account. Verify immediately at http://office365-security.com/4142.",1
"Subject: Invoice Attached

Lunch is scheduled for 1 PM today in the cafeteria.",0
"Subject: PayPal Verification

Your payment failed. Update your billing details: http://account-confirm.org/6751.",1
"Subject: Order Confirmation

The presentation slides have been uploaded to the shared drive.",0
"Subject: Package Delivery Failed

Your account will be suspended within 24 hours. Update your details: http://account-confirm.org/7867.",1
"Subject: Password Expiration

Congratulations! You won a reward. Claim it today: http://account-confirm.org/6899.",1
"Subject: Invoice Attached

Please submit your weekly status report by Friday evening.",0
"Subject: Lottery Winner

Your account will be suspended within 24 hours. Update your details: http://verify-account-now.com/5276.",1
"Subject: Bank Account Locked

Unusual login detected. Secure your account here: http://paypal-check.com/6725.",1
"Subject: Invoice Overdue

Dear Customer, We detected suspicious activity on your account. Verify immediately at http://secure-login-update.com/2268.",1
"Subject: Microsoft Security

Your payment failed. Update your billing details: http://paypal-check.com/5394.",1
"Subject: Project Update

Please submit your weekly status report by Friday evening.",0
"Subject: Lottery Winner

Your package could not be delivered. Confirm your address here: http://secure-login-update.com/4035.",1
"Subject: Invoice Attached

Your leave request has been approved. Enjoy your vacation.",0
"Subject: Bank Account Locked

Dear Customer, We detected suspicious activity on your account. Verify immediately at http://account-confirm.org/6305.",1
"Subject: Order Confirmation

Hi Team, Our weekly meeting is tomorrow at 10 AM. Please bring your updates.",0
"Subject: Security Alert

Unusual login detected. Secure your account here: http://account-confirm.org/2512.",1
"Subject: Password Expiration

Unusual login detected. Secure your account here: http://paypal-check.com/5196.",1
"Subject: PayPal Verification

Congratulations! You won a reward. Claim it today: http://bank-security-alert.com/5971.",1
"Subject: PayPal Verification

Dear Customer, We detected suspicious activity on your account. Verify immediately at http://secure-login-update.com/6320.",1
"Subject: Order Confirmation

Please find the attached invoice for this month's services.",0
"Subject: Lottery Winner

Dear Customer, We detected suspicious activity on your account. Verify immediately at http://paypal-check.com/4116.",1
"Subject: Microsoft Security

Unusual login detected. Secure your account here: http://secure-login-update.com/9618.",1
"Subject: Tax Refund

Claim your tax refund by completing verification: http://secure-login-update.com/4734.",1
"Subject: Weekly Status

Your Amazon order has been shipped and will arrive tomorrow.",0
"Subject: Security Alert

Congratulations! You won a reward. Claim it today: http://office365-security.com/4778.",1
"Subject: Invoice Overdue

Claim your tax refund by completing verification: http://claim-prize-now.com/1088.",1
"Subject: Leave Approved

Your leave request has been approved. Enjoy your vacation.",0
"Subject: PayPal Verification

Dear Customer, We detected suspicious activity on your account. Verify immediately at http://account-confirm.org/8504.",1
"Subject: Leave Approved

Your Amazon order has been shipped and will arrive tomorrow.",0
"Subject: Microsoft Security

Your package could not be delivered. Confirm your address here: http://delivery-update.net/3366.",1
"Subject: Team Lunch

Please find the attached invoice for this month's services.",0
"Subject: Training Session

Please submit your weekly status report by Friday evening.",0
"Subject: Invoice Overdue

Your account will be suspended within 24 hours. Update your details: http://office365-security.com/2573.",1
"Subject: Meeting Reminder

Please find the attached invoice for this month's services.",0
"Subject: Weekly Status

Please submit your weekly status report by Friday evening.",0
"Subject: Microsoft Security

Congratulations! You won a reward. Claim it today: http://paypal-check.com/1650.",1
"Subject: Password Expiration

Claim your tax refund by completing verification: http://verify-account-now.com/8126.",1
"Subject: Urgent Account Verification

Your package could not be delivered. Confirm your address here: http://paypal-check.com/5520.",1
"Subject: Meeting Reminder

The presentation slides have been uploaded to the shared drive.",0
"Subject: Bank Account Locked

Reset your password now to avoid losing access: http://verify-account-now.com/8756.",1
"Subject: Microsoft Security

Reset your password now to avoid losing access: http://delivery-update.net/9378.",1
"Subject: Meeting Reminder

Your Amazon order has been shipped and will arrive tomorrow.",0
"Subject: Monthly Report

Lunch is scheduled for 1 PM today in the cafeteria.",0
"Subject: Urgent Account Verification

Claim your tax refund by completing verification: http://claim-prize-now.com/3531.",1
"Subject: Invoice Overdue

Your account will be suspended within 24 hours. Update your details: http://paypal-check.com/8596.",1
"Subject: Holiday Notice

Thank you for attending today's meeting. Minutes are attached.",0
"Subject: Security Alert

Your account will be suspended within 24 hours. Update your details: http://secure-login-update.com/3376.",1
"Subject: Meeting Reminder

Lunch is scheduled for 1 PM today in the cafeteria.",0
"Subject: Weekly Status

Lunch is scheduled for 1 PM today in the cafeteria.",0
"Subject: Team Lunch

Your Amazon order has been shipped and will arrive tomorrow.",0
"Subject: Team Lunch

Please find the attached invoice for this month's services.",0
"Subject: Package Delivery Failed

Your account will be suspended within 24 hours. Update your details: http://paypal-check.com/2551.",1
"Subject: Password Expiration

Your account will be suspended within 24 hours. Update your details: http://office365-security.com/5143.",1
"Subject: Password Expiration

Claim your tax refund by completing verification: http://bank-security-alert.com/3734.",1
"Subject: Meeting Reminder

Hi Team, Our weekly meeting is tomorrow at 10 AM. Please bring your updates.",0
"Subject: Leave Approved

Lunch is scheduled for 1 PM today in the cafeteria.",0
"Subject: Holiday Notice

Thank you for attending today's meeting. Minutes are attached.",0
"Subject: Leave Approved

Thank you for attending today's meeting. Minutes are attached.",0
"Subject: Invoice Attached

Your Amazon order has been shipped and will arrive tomorrow.",0
"Subject: Security Alert

Your account will be suspended within 24 hours. Update your details: http://bank-security-alert.com/6302.",1
"Subject: Password Expiration

Congratulations! You won a reward. Claim it today: http://claim-prize-now.com/6561.",1
"Subject: Monthly Report

Your Amazon order has been shipped and will arrive tomorrow.",0
"Subject: Weekly Status

Your Amazon order has been shipped and will arrive tomorrow.",0
"Subject: Order Confirmation

Your Amazon order has been shipped and will arrive tomorrow.",0
"Subject: Leave Approved

Hi Team, Our weekly meeting is tomorrow at 10 AM. Please bring your updates.",0
"Subject: Holiday Notice

Hi Team, Our weekly meeting is tomorrow at 10 AM. Please bring your updates.",0
"Subject: Project Update

Thank you for attending today's meeting. Minutes are attached.",0
"Subject: Weekly Status

Please find the attached invoice for this month's services.",0
"Subject: Holiday Notice

Your leave request has been approved. Enjoy your vacation.",0
"Subject: Weekly Status

Your leave request has been approved. Enjoy your vacation.",0
"Subject: Microsoft Security

Claim your tax refund by completing verification: http://secure-login-update.com/7377.",1
